id_book,title,authors,publisher,published_year,id_categories
263,The Debate Between Sartre and Merleau-Ponty (Studies in Phenomenology and Existential Philosophy),Jon Stewart,Northwestern University Press,1998,11
264,Loser's Ledge,Michael Thomas,iUniverse,2001,21
265,Sams Teach Yourself Macromedia Fireworks MX in 24 Hours,"Jackson West, Lon Coley",Sams Publishing,2002,13
266,Life in a California Mission: Monterey in 1786,Jean-François de Galaup comte de La Pérouse,Heyday,1989,18
267,Time Out,"Beth A. Grosshans, Janet H. Burton","Sterling Publishing Company, Inc.",2008,14
268,A Constellation of Cats,Denise Little,Penguin,2001,4
269,Borges and the Eternal Orangutans,Luís Fernando Veríssimo,New Directions Publishing,2005,4
270,Kentucky Bad Boy: Stories of my Mother & Me,David Rains,iUniverse,2001,4
271,"Power Healing: Four Keys to Energizing Your Body, Mind and Spirit",Zhi Gang Sha,Harper Collins,2003,44
272,How to Find a Good Black Man,jimi izrael,St. Martin's Press,2010,14
273,Theatre de la Mode: Fashion Dolls: The Survival of Haute Couture,"Edmonde Charles-Roux, Herbert R. Lottman, Stanley Garfinkel, Susan Train",Palmer Pletsch Pub,2002,10
274,Faculty in a liminal landscape: a case study of a college reorganization.: An article from: Journal of Leadership & Organizational Studies,"Vincent A. Anfara, Jr., Norma T. Mertz",SAGE Publications,2014,31
275,South Mountain Magic: Tales of Old Maryland (America Obscura),Terry Ann Mood,ABC-CLIO,2004,40
276,How to Delegate,Institute of Leadership & Management,Routledge,2007,5
277,The Chronocide Mission,Lloyd Biggle Jr.,Wildside Press LLC,2012,4
278,P: A Novel,Adelle Waldman,Random House,2013,4
279,The Kashubian Polish Community of Southeastern Minnesota (MN) (Images of America),Polish Cultural Institute,Arcadia Publishing,2001,18
280,Paradox: Book I of the Nulapeiron Sequence (Bk. 1),John Meaney,Pyr,2010,4
281,Sworn on the Altar of God: A Religious Biography of Thomas Jefferson (Library of Religious Biography),"Edwin S. Gaustad, Professor Emeritus of History and Religious Studies Edwin S Gaustad",Wm. B. Eerdmans Publishing,1996,40
282,Emerging Mind,V. S. Ramachandran,Gardners Books,2003,8
283,Four Cultures of the West.(Book Review): An article from: Theological Studies,Andrew D. Dimarogonas,CRC Press,1998,31
284,Nexus: Small Worlds and the Groundbreaking Science of Networks,Mark Buchanan,W. W. Norton & Company,2003,9
285,Jookin': The Rise of Social Dance Formations in African-American Culture,Katrina Hazzard-Gordon,Temple University Press,2010,46
286,Mr. and Mrs. God in the Creation Kitchen,"Nancy C. Wood, Timothy B. Ering",Candlewick Press,2006,21
287,The Discovery Of The Source Of The Nile,John Hanning Speke,Good Press,2021,33
288,"Dostoevsky's ""The Idiot"": A Critical Companion (Northwestern/Aatseel Critical Companions to Russian Literatu)",Liza Knapp,Northwestern University Press,1998,29
289,Daily Affirmations for Forgiving and Moving On,Tian Dayton,Simon and Schuster,2010,32
290,Arguing and Thinking: A Rhetorical Approach to Social Psychology (European Monographs in Social Psychology),"Michael Billig, Prof Michael Billig",Cambridge University Press,1996,38
291,Instructional Strategies for Braille Literacy,"Frances Mary DAndrea, American Foundation for the Blind",American Foundation for the Blind,1997,3
292,Six Characters In Search Of An Author (Modern Plays),Luigi Pirandello,Penguin,1996,58
293,Music as Yoga: Discover the Healing Power of Sound,Patrick Bernard,Mandala Publishing Group,2004,2
294,Chivalry and Violence in Medieval Europe,Richard W. Kaeuper,Oxford University Press on Demand,2001,18
295,The Last Song Dogs (Trade Ellis Mysteries),Sinclair Browning,Crimeline,1999,4
296,Race Over Grace: The Racialist Religion of the Christian Identity Movement,Charles Roberts,iUniverse,2003,1
297,When,"Heidi Murkoff, Sharon Mazel",Workman Publishing,2008,44
298,Preparing and Delivering Effective Technical Presentations (Artech House Technology Management and Professional Development Library),David Adamy,Artech House Publishers,2000,36
299,"Studies in the Civilization and Culture of Nuzi and the Hurrians, vol. 7: Edith Porada Memorial Volume; vol. 8: Richard F. S. Starr Memorial ... The Journal of the American Oriental Society","M. P. Maidman, University of Chicago. Oriental Institute",Capital Decisions Limited,2005,31
300,"Jerusalem in Bible and Archaeology: The First Temple Period (Symposium Series (Society of Biblical Literature), No. 18.)","Andrew G. Vaughn, Ann E. Killebrew",Society of Biblical Lit,2003,59
301,Midland: The Way We Were (MI) (Images of America),"Diane Maddex, Alden B. Dow",W. W. Norton & Company,2007,59
302,"Pooh's Library: Winnie-The-Pooh, The House At Pooh Corner, When We Were Very Young, Now We Are Six (Pooh Original Edition)",A. A. Milne,Dutton Childrens Books,1988,21
303,Emma Lazarus in Her World: Life and Letters,Bette Roth Young,Jewish Publication Society,1997,40
304,American Commonplace: Essays on the Popular Culture of the United States,Bruce Lohof,Popular Press,1982,31
305,Sleepwalking Land,Mia Couto,Serpents Tail,2006,4
306,"Haiti in Focus: A Guide to the People, Politics, and Culture (In Focus Guides)",Charles Arthur,Interlink Publishing Group Incorporated,2002,18
307,After Capitalism (New Critical Theory),David Schweickart,Rowman & Littlefield Pub Incorporated,2002,11
308,Luba and the Wren (Picture Puffins),Patricia Polacco,Puffin,2002,21
309,Evolutionary Witchcraft,T. Thorn Coyle,Penguin,2005,25
310,Artifacts,Nintendo,Dark Horse Comics,2017,10
311,The Scent Of Magic,Maria V. Snyder,MIRA,2018,4
312,"Moon's Web (Tales of the Sazi, Book 2)","C. T. Adams, Cathy Clamp",Macmillan,2007,4
313,Zoo - ology,Joelle Jolivet,Macmillan,2003,19
314,Revelation (Baker Exegetical Commentary on the New Testament),Grant R. Osborne,Baker Academic,2002,1
315,"Understanding The Scarlet Letter: A Student Casebook to Issues, Sources, and Historical Documents (The Greenwood Press ""Literature in Context"" Series)",Claudia Durst Johnson,Greenwood Publishing Group,1995,29
316,The Discovery Of Yellowstone Park,Nathaniel Pitt Langford,U of Nebraska Press,1972,33
317,Do I Want to Be A Mom? : A Woman's Guide to the Decision of a Lifetime,"Diana L. Dell, Suzan Erem",McGraw Hill Professional,2003,5
318,Determining Damages: The Psychology of Jury Awards (Law and Public Policy: Psychology and the Social Sciences),"Edie Greene, Brian H. Bornstein",Amer Psychological Assn,2003,60
319,Curious George and the Bunny,H. A. Rey,HMH Books For Young Readers,2016,21
320,The A to Z Encyclopedia of Serial Killers,Harold Schechter,Simon and Schuster,2012,23
321,Merchant Power: A Basic Guide,Ann Chambers,Pennwell Corporation,1999,36
322,Escape of the Pacific Clipper,George L. Flynn,Branden Books,1997,18
323,Alter Christus: St. Paul Speaks to Priests,John J. Gilchrist,St. Francis of Assisi Books,2005,1
324,Metro Detroit Boxing (MI) (Images of Sports),Lindy Lindell,Arcadia Publishing,2001,61
325,Control Theory from the Geometric Viewpoint (Encyclopaedia of Mathematical Sciences),"M. I. Zelikin, Andrei A. Agrachev, Yuri Sachkov, Yuri L. Sachkov",Springer Science & Business Media,2004,38
326,"Class, Race, and the Civil Rights Movement: The Changing Political Economy of Southern Racism (Blacks in the Diaspora)",Jack M. Bloom,Indiana University Press,2019,18
327,French Word Puzzles (Foreign Language Word Puzzles),Marcel Danesi,Barrons Educational Series Incorporated,2006,24
328,Lies! Lies!! Lies!!!: The Psychology of Deceit,Charles V. Ford,Amer Psychiatric Pub Incorporated,1996,26
329,Belief Systems and Your Personal Power,Alice Vieira (Ph. D.),T P C S Distributors,1994,8
330,Strategic Management in Telecommunications (Artech House Telecommunications Library),James Shaw,Artech House Publishers,2000,5
331,Discourses on Livy,Niccolò Machiavelli,Courier Corporation,2012,11
332,The Priestly Sins: A Novel,Andrew M. Greeley,Forge Books,2007,4
333,it,Donte Ledbetter,Donte Ledbetter,2021,5
334,Real-World .NET Applications,Budi Kurniawan,Apress,2008,13
335,"Father, Dear Father",Larry Elder,Wnd Books,2012,14
336,Major Problems in the History of the Vietnam War: Documents and Essays (Major Problems in American History (Wadsworth)),"Dennis Merrill, Thomas Paterson",Cengage Learning,2009,18
337,How Mrs. Claus Saved Christmas,Jeff Guinn,Penguin,2006,4
338,Fiction First Aid,Raymond Obstfeld,Writer's Digest Books,2002,38
339,"Online Journalism: Reporting, Writing, and Editing for New Media (with InfoTrac)",Richard Craig,Wadsworth Publishing Company,2005,13
340,Beadwork (Shire Library),"Philip M. Peek, Kwesi Yankah",Routledge,2004,29
341,"Spirit of the Stone: Book 2 of The Shadowleague (The Shadowleague, Book 2)",Maggie Furey,Orbit Books,2000,62
342,The Slaadikaar War: The First Chapter of the Earth-L Trilogy,Kevin Kinne,iUniverse,2000,4
343,Natural Choices for Women's Health: How the Secrets of Natural and Chinese Medicine Can Create a Lifetime of Wellness,Laurie Steelsmith,Harmony,2005,44
344,Smart Home Hacks: Tips & Tools for Automating Your House,Gordon Meyer,"""O'Reilly Media, Inc.""",2004,13
345,A Century of Violence in Soviet Russia,"Anthony Austin, Paul Hollander, Aleksandr Nikolaevich I͡Akovlev, Aleksandr Nikolaevich I͡Akovlev",Yale University Press,2002,18
346,Shattered People: Journeys to Joy,Michael E. Chalberg,S C P,2005,1
347,What Would Betty Do? How to Succeed at the Expense of Others in This World--and the Next,Paul Bradley,Simon and Schuster,2009,55
348,Blaise Pascal: Reasons of the Heart (Library of Religious Biography Series),Marvin Richard OConnell,Wm. B. Eerdmans Publishing,1997,40
349,Stretched for Greater Glory: What To Expect From The Spiritual Exercises,George A. Aschenbrenner,Loyola Press,2004,1
350,"Battle of the Piave: Death of the Austro-Hungarian Army, 1918",David Raab,"Dorrance Publishing Co., Inc.",2004,18
351,Studies in the Zohar (Suny Series in Judaica),Yehuda Liebes,SUNY Press,2012,1
352,Managing Internet-Driven Change in International Telecommunications,Rob Frieden,Artech House,2001,13
353,Rawsome!,Emily von Euw,Macmillan,2014,6
354,"GM Malibu and Cutlass, 1997-00 (Chilton's Total Car Care Repair Manuals)",Peter J. Rhein,Chilton Book Company,2000,53
355,Jews,David M. Bader,Harmony,1999,55
356,Mac Annoyances,John Rizzo,Rodopi,2004,13
357,Shiva's Really Scary Gifts,"John Scott, Ann MacDonald",Coach House Books,2002,40
358,Ramayana: A Tale of Gods and Demons (Mandala Classics),Ranchor Prime,Mandala Publishing Group,2003,10
359,Listen to Your Body: The Wisdom of the Dao,"Bisong Guo, Andrew Powell",University of Hawaii Press,2001,44
360,History Makers: Your Prayers Have the Power to Heal the Past and Shape the Future,"Dutch Sheets, Will Ford",Gospel Light Publications,2004,1
361,Curious George's Opposites,H.A. Rey,Houghton Mifflin Harcourt,2002,21
362,Highpocket's War Stories,Peter “Highpockets” Hilgartner,Xlibris Corporation,2004,18
363,The Devil's Blind Spot: Tales from the New Century,"Alexander Kluge, Martin Chalmers",New Directions Publishing,2004,4
364,Futureland: Nine Stories of an Imminent World,Walter Mosley,Aspect,2001,4
365,The Psychology of Delusion,"Philippa A. Garety, David R. Hemsley",Psychology Press,2013,26
366,Java and JMX: Building Manageable Systems,"Heather Kreger, Ward Harold, Leigh Williamson",Addison-Wesley Professional,2003,13
367,The Vigil (Sandhill Chronicles),Clay Reynolds,Texas Tech University Press,2002,4
368,"Bag of Toys: Sex, Scandal, and the Death Mask Murder",David France,Grand Central Publishing,1992,8
369,Wonderful Power: The Story of Ancient Copper Working in the Lake Superior Basin (Great Lakes Books),Susan R. Martin,Wayne State University Press,1999,18
370,Once In A Lifetime,Danielle Steel,Dell,2009,4
371,CrashBoomLove: A Novel In Verse (Turtleback School & Library Binding Edition) (Mary Burritt Christiansen Poetry),Juan Felipe Herrera,UNM Press,1999,21
372,Getting Mentored in Graduate School,"W. Brad Johnson, Jennifer M. Huwe",Amer Psychological Assn,2003,3
373,Lessons in Leadership and Life: Secrets of Eleven Wise Men,Dickson C. Buxton,Griffin Publishing,2002,5
374,Mercy Mercy Me,Michael Eric Dyson,Civitas Books,2005,2
375,An Education System Worthy of Malaysia,M. Bakri Musa,iUniverse,2003,3
376,Tulle (Salmon Poetry),Mary ODonoghue,Salmon Poetry,2001,45
377,Nietzsche: The Birth of Tragedy and Other Writings (Cambridge Texts in the History of Philosophy),"Friedrich Nietzsche, Nietzsche Friedrich, Emeritus Professor of Philosophy at the University of Cambridge Raymond Geuss",Cambridge University Press,1999,11
378,Private Rooms,Meg Nolan Van Reesema,Rizzoli Publications,2010,33
379,Web Services Patterns: Java Edition,Paul B. Monday,Apress,2008,13
380,Dragsters (Wild Rides!),J. Poolos,"The Rosen Publishing Group, Inc",2007,19
381,"Ways with Words: Language, Life and Work in Communities and Classrooms",Shirley Brice Heath,Cambridge University Press,1983,3
382,Unrecounted,Winfried Georg Sebald,New Directions Publishing,2004,10
383,Riding Outside The Lines: International Incidents and Other Misadventures with the Metal Cowboy,Joe Kurmaskie,Crown,2007,17
384,Vice Dos and Don'ts: 10 Years of VICE Magazine's Street Fashion Critiques,"Suroosh Alvi, Gavin McInnes, Shane Smith",Grand Central Publishing,2004,55
385,Jumble Junction: Where Wit and Wordplay Meet,"Triumph Books, Tribune Media Services",Triumph Books (IL),2000,37
386,"Conquest: Cortes, Montezuma, and the Fall of Old Mexico",Hugh Thomas,Simon and Schuster,1995,18
387,Juan Munoz,Roxana Marcoci,The Museum of Modern Art,2007,10
388,Whispers in the Wind,Lauraine Snelling,Baker Books,2012,4
389,Foundations of Rehabilitation Teaching With Persons Who Are Blind or Visually Impaired,"Paul E. Ponchillia, Susan Kay Vlahas Ponchillia",American Foundation for the Blind,1996,3
390,The Sporting Club (Trade Ellis Mysteries),Sinclair Browning,Crimeline,2000,4
391,Adobe Premiere Pro 1.5 Studio Techniques,Jacob Rosenberg,Anaya Multimedia-Anaya Interactiva,2004,13
392,Monument,Emmy Laybourne,Square Fish,2013,21
393,Curious George's Are You Curious?,H.A. Rey,Houghton Mifflin Harcourt,2003,21
394,A Life in Pieces: The Making and Unmaking of Binjamin Wilkomirski,Blake Eskin,W. W. Norton & Company,2003,40
395,Strike from the Sea,"Norman Polmar, John OConnell",US Naval Institute Press,2020,18
396,Wham! Bam! Publishing: The Strategic Marketing Plan for Authors and Publishers,"Mary Kleckner, Janice M. Phelps",Lucky PressLlc,2001,38
397,Soup City Bars,"Richard Brown, Richard Golden, III",Professional Publishing,2002,4
398,Over There: A Marine in the Great War (C. A. Brannen Series),Carl Andrew Brannen,Texas A&M University Press,1997,18
399,"International Harvester Shop Manual Models 706, 756, 806, 856, 1206, 1256, 1456, 2706, 2756, 2806, 2856, 21206, 21256, 21456 (Manual Ih-32)",Penton Staff,"Haynes Manuals N. America, Incorporated",2000,12
400,Something to Remember Me By: A Story About Love & Legacies,"Susan V. Bosak, Laurie McGaw",TCP Press,2003,21
401,Food Irradiation: Principles and Applications,R. A. Molins,John Wiley & Sons,2001,9
402,What Is Gnosticism?,Karen L. King,Harvard University Press,2005,1
403,Ultimate Guide to Tae Kwon Do,"Yeon Hee Park, Yeon Hwan Park, Jon Gerrard",Infobase Publishing,2009,17
404,"Doom Patrol, Book 2: The Painting That Ate Paris",Grant Morrison,DC,2012,16
405,Good and Angry: Exchanging Frustration for Character in You and Your Kids!,"Scott Turansky, Joanne Miller",WaterBrook,2009,14
406,Steinberg at the New Yorker,"Joel Smith, Saul Steinberg",Harry N Abrams Incorporated,2005,10
407,Radioactivity Radionuclides Radiation,"Joseph Magill, Jean Galy",Springer Science & Business Media,2005,9
408,Curbside L.A.,Cecilia Rasmussen,Los Angeles Times Books,1996,33
409,Statistics of Financial Markets: An Introduction (Universitext),"Jürgen Franke, Wolfgang Karl Härdle, Christian Matthias Hafner",Springer,2019,5
410,"The Sad Story of Burton, Speke, and the Nile; or, Was John Hanning Speke a Cad: Looking at the Evidence",W. B. Carnochan,Stanford University Press,2006,40
411,Southampton Row (Charlotte and Thomas Pitt),Anne Perry,Ballantine Books,2011,4
412,Filthy: Outrageous Gay Erotica,Muncy Christian,Alyson Books,2006,4
413,Windows XP Cookbook (Cookbooks),"Robbie Allen, Preston Gralla","""O'Reilly Media, Inc.""",2005,13
414,In the Cage,Henry James,Read Books Ltd,2014,4
415,Collected Poems of Kenneth Fearing,Kenneth Fearing,Ams PressInc,1977,45
416,Risking Everything: 110 Poems of Love and Revelation,Roger Housden,Harmony,2007,45
417,Firebird & Trans Am Performance Portfolio 1993-2000,Misty Copeland,G.P. Putnam's Sons,2014,63
418,Joseph Smith III: PRAGMATIC PROPHET,Roger D. Launius,University of Illinois Press,1995,1
419,Arch of Triumph,"Erich Maria Remarque, Walter Sorell, Denver Lindley",Simon Publications,1945,4
